ureC,ureB,ureA,urease_accessory_count,CA_any,CA_alpha,CA_beta,CA_gamma,urease_core_complete,urease_operon_single_contig,ureC_plus_CA_single_contig,MICP_gene_complete,cluster_rep,catalog,Lineage,Genome_type,Completeness,Contamination
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000299702,pig-gut,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__W2P13-069;s__W2P13-069 sp004553405,MAG,97.72,0.12
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000301918,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__,MAG,93.96,0.67
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301919,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__UBA6345;s__,MAG,92.51,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301920,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-510;s__,MAG,98.11,1.64
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301922,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Traorella;s__,MAG,87.05,0.94
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301923,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__,MAG,87.94,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301924,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__,MAG,92.48,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301925,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__UBA5893;s__,MAG,77.69,0.81
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301926,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__Caccovivens sp003522085,MAG,67.57,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301927,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-877;s__,MAG,89.1,1.33
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301928,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma;s__,MAG,98.67,1.33
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301929,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__,MAG,77.45,1.05
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301930,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp003507395,MAG,74.43,0.0
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000301931,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA2882;s__,MAG,98.19,1.18
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000301934,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__,MAG,95.19,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301937,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,MAG,98.66,0.19
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301938,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA6448;s__UBA6448 sp000437315,MAG,87.92,1.12
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301942,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimimorpha;s__,MAG,89.47,2.87
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301945,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Aphodosoma;s__Aphodosoma sp016292775,MAG,97.31,1.08
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301946,pig-gut,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__Spyradosoma;s__Spyradosoma sp004558035,MAG,82.94,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000301949,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma;s__,MAG,93.21,1.45
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301953,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Avimuribaculum;s__,MAG,96.08,2.14
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301954,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SFDP01;s__SFDP01 sp004558185,MAG,95.4,0.38
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301957,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__UMGS687;s__,MAG,53.74,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301958,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__RF16;s__,MAG,82.62,0.81
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000301960,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-475;s__CAG-475 sp900763875,MAG,85.68,0.0
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000301963,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__,MAG,94.74,0.67
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301964,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__UBA11490;s__,MAG,92.7,1.28
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301968,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__,MAG,83.74,1.01
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301969,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__HGM11417;g__CAJMQN01;s__CAJMQN01 sp905215695,MAG,90.74,1.03
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301970,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__CAG-307;s__,MAG,89.93,1.33
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000301971,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__,MAG,88.88,2.08
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000301972,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,MAG,93.91,1.3
0,0,0,1,1,0,0,1,0,0,0,0,MGYG000301974,pig-gut,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__MX-02;s__MX-02 sp006954405,MAG,97.18,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301975,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__CAG-307;s__,MAG,98.67,0.11
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301976,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__RF16;s__,MAG,89.52,0.54
1,1,1,4,1,0,0,1,1,1,0,1,MGYG000301982,pig-gut,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio hippei_B,MAG,99.18,0.49
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301984,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__,MAG,96.14,1.22
1,1,1,3,1,0,1,1,1,1,0,1,MGYG000301985,pig-gut,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium variabile,MAG,89.59,2.18
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000301986,pig-gut,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Ancrocorticia;s__Ancrocorticia populi,MAG,94.47,0.0
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000301987,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__,MAG,98.43,0.06
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301991,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900552675,MAG,98.3,0.37
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000301993,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Onthomonas;s__,MAG,64.81,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301994,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1491;s__,MAG,59.48,1.34
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301997,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-605;s__,MAG,89.89,1.28
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000301999,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__QANA01;s__QANA01 sp003149735,MAG,88.94,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302000,pig-gut,d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Hallerella;s__Hallerella intestinalis,MAG,97.74,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302001,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,MAG,86.09,0.59
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302004,pig-gut,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D succinifaciens,MAG,96.5,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302005,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1206;s__UBA1206 sp000433115,MAG,51.44,0.06
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000302008,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__SFTJ01;s__SFTJ01 sp905210415,MAG,94.72,0.88
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302010,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__,MAG,78.46,0.67
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302011,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__,MAG,86.97,0.77
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302013,pig-gut,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__,MAG,97.2,1.05
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302015,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417;s__UBA1417 sp003531055,MAG,98.66,0.0
1,1,1,0,1,0,1,1,1,1,0,1,MGYG000302020,pig-gut,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium nuruki,MAG,75.77,1.86
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000302021,pig-gut,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii,MAG,100.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302022,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__;s__,MAG,71.91,1.12
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302023,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__,MAG,52.51,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302024,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Ventricola;s__,MAG,92.48,2.33
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302026,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__,MAG,100.0,0.17
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302027,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-303;s__,MAG,83.79,1.36
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302028,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__UBA7862;s__,MAG,92.13,2.25
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302034,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245;s__CAG-245 sp900761475,MAG,75.44,1.34
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000302035,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__,MAG,97.38,0.71
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302038,pig-gut,d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__Mucispirillum;s__,MAG,60.0,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302045,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp900316325,MAG,92.86,1.01
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000302046,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella;s__,MAG,65.27,0.0
1,1,1,4,1,0,1,1,1,1,0,1,MGYG000302047,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp000435835,MAG,97.18,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302048,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-448;s__,MAG,92.48,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302049,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-449;g__UBA3210;s__,MAG,100.0,2.25
1,1,1,3,1,0,1,1,1,1,0,1,MGYG000302051,pig-gut,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Kitasatospora;s__Kitasatospora aureofaciens,MAG,99.47,1.32
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302052,pig-gut,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Anaerovibrio;s__Anaerovibrio slackiae,MAG,98.64,1.94
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000302053,pig-gut,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Stercorousia;s__Stercorousia sp900556295,MAG,77.38,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302054,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp003447295,MAG,98.87,1.45
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000302055,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__,MAG,92.16,0.86
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000302056,pig-gut,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__,MAG,63.04,0.85
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302057,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus sp004552245,MAG,86.34,1.13
1,1,1,4,1,0,1,1,1,1,0,1,MGYG000302060,pig-gut,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus alcaliphilus,MAG,89.04,0.12
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302061,pig-gut,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum succiniciproducens,MAG,57.9,1.37
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302064,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__,MAG,97.17,0.02
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000302066,pig-gut,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__,MAG,55.82,0.37
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302067,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D sp900539095,MAG,98.63,1.37
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302068,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q sp016302185,MAG,91.61,0.13
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302071,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__,MAG,95.07,0.0
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000302073,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__,MAG,70.83,1.51
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000302075,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900769145,MAG,91.83,1.46
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302078,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor intestinalis,MAG,98.39,1.45
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302079,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__,MAG,95.51,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302080,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__,MAG,63.74,0.67
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000302081,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp004555205,MAG,91.28,1.51
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302082,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__W0P33-017;s__,MAG,91.63,0.94
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000302084,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313215,MAG,78.46,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302085,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__Onthovivens;s__Onthovivens sp900540365,MAG,92.02,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302087,pig-gut,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta;s__,MAG,87.03,1.14
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302091,pig-gut,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D berlinense,MAG,96.85,0.0
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000302092,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp003537285,MAG,96.81,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302094,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__CAG-488 sp000434055,MAG,91.39,0.0
1,1,1,4,1,0,0,1,1,1,1,1,MGYG000302097,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__,MAG,93.62,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302098,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__Scybalousia;s__Scybalousia sp900542735,MAG,57.89,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302100,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__;s__,MAG,89.22,1.12
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302101,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-841;s__CAG-841 sp000437375,MAG,92.17,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302102,pig-gut,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp016293915,MAG,98.6,0.23
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302105,pig-gut,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia sp017415995,MAG,90.34,0.03
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000302108,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__,MAG,71.57,0.89
1,0,0,1,0,0,0,0,0,0,0,0,MGYG000302111,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp004557855,MAG,83.95,0.34
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302112,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-533;s__CAG-533 sp000434495,MAG,89.33,1.12
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000302113,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__,MAG,96.98,0.0
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000302114,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp900542285,MAG,95.94,0.81
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302116,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-724;s__CAG-724 sp003524145,MAG,84.45,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302117,pig-gut,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Bullifex;s__Bullifex porci,MAG,92.15,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302118,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-1000;s__CAG-1000 sp004560915,MAG,90.45,1.69
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302119,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp004558115,MAG,92.73,0.67
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302120,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA636;s__UBA636 sp002299675,MAG,98.1,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302123,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus johnsonii,MAG,99.22,0.0
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000302124,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__UBA4644;s__,MAG,96.03,3.36
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000302126,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__,MAG,93.67,0.5
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302127,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__,MAG,97.07,0.38
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302128,pig-gut,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__UBA1997;g__;s__,MAG,95.6,1.1
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302130,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,MAG,88.94,0.74
